urls,categories
https://compujordan.com/intel-core-i5-12400f-processor-18m-cache-up-to-4-40-ghz,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/intel-core-i5-13400-processor-20m-cache-up-to-4-60-ghz,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-geforce-rtx-4060-gaming-oc-8g,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-geforce-rtx-4060-windforce-oc-8g,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/msi-pro-z790-s-wifi-motherboard-supports-12th-13th-gen-intel-processors-lga-1700-ddr5-pcie-5-0-m-2-2-5gbps-lan-usb-3-2-gen2-wi-fi-6e-atx,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-z790-ud-ax-lga-1700-intel-z790-atx-ddr5-triple-m-2-pcie-5-0-usb-3-2-gen2x2-type-c-intel-wi-fi-6e-2-5gbe-lan-pcie-ez-latch-multi-key-motherboard,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/msi-b760-gaming-plus-wifi-atx-motherboard,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-z790-d-ddr4-rev-1-0-lga-1700-motherboard,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/cooler-master-elite-nex-white-w600-230v-600w-80-white-entry-level-durable-safe-power-supply,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/cooler-master-mwe-750-bronze-v2-80-plus-bronze-certified-power-supply,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
